"Molecular.Weight_g.mol_","XLogP3","Hydrogen.Bond.Donor.Count","Hydrogen.Bond.Acceptor.Count","Rotatable.Bond.Count","Topological.Polar.Surface.Area.A.2.","Heavy.Atom.Count","Complexity","logS","Ratio..g.ml.","Name","Ratio..g.ml..1","Name.1","Ratio..g.ml..2","Name.2","Ratio..g.ml..3","Name.3","Ratio..g.ml..4","Weight.mg.","Thickness.mm.","Tensile.strength.Mpa.","Elongation.","Folding.endurance","Drug.content.","y"
1,1,0.333333333333333,0.2,0.777777777777778,0.253441295546559,1,0.940839694656489,0,0.0528846153846154,0.636363636363636,0.560117302052786,0.333333333333333,0.0043859649122807,0,0,0,0,0.147267733686902,0.0826923076923077,0.5,0,0,0.835570469798658,0.307
0.468725793958172,0.584905660377358,0.333333333333333,0.6,0.111111111111111,0.353846153846154,0.454545454545455,0.788167938931298,0.45643153526971,0.0582932692307692,0,0.032258064516129,0.333333333333333,0.0087719298245614,0,0,0,0,0,0,0.00197368421052632,0,0.557142857142857,0,0.22
0.821972631035373,0.584905660377358,0.666666666666667,0.8,0.777777777777778,0.520647773279352,0.772727272727273,0.74618320610687,0.572614107883817,0.00420673076923077,0.181818181818182,0.0258064516129032,0.666666666666667,0.0175438596491228,0.25,0.0328947368421053,0.333333333333333,0.2,0.942324083720049,0.461538461538462,0.453947368421053,0.168413173652695,0,0.83506711409396,0.09
0.468725793958172,0.584905660377358,0.333333333333333,0.6,0.111111111111111,0.353846153846154,0.454545454545455,0.788167938931298,0.45643153526971,0.0582932692307692,0,0.032258064516129,0.666666666666667,0.0087719298245614,0,0,0,0,0,0,0.00197368421052632,0,0.385714285714286,0,0.18
0.821972631035373,0.584905660377358,0.666666666666667,0.8,0.777777777777778,0.520647773279352,0.772727272727273,0.74618320610687,0.572614107883817,0.00420673076923077,0.181818181818182,0.0263929618768328,0.333333333333333,0.0175438596491228,0.25,0.0328947368421053,0.333333333333333,0.2,0.944454967326451,0.365384615384615,0.345394736842105,0.183383233532934,0,0.831795302013423,0.06
0.387780790085205,0.471698113207547,0.666666666666667,0.2,0.555555555555556,0.363562753036437,0.409090909090909,0.467557251908397,0.518672199170124,0.0462740384615385,0.272727272727273,0.325513196480938,1,1,0,0,0,0,0.255706032768255,0.230769230769231,0.144736842105263,0.0785928143712575,0.857142857142857,0.824664429530201,0.23
0.459011102504518,0.660377358490566,0,0.2,0,0.292307692307692,0.454545454545455,0.66030534351145,0.228215767634855,0.0264423076923077,0.909090909090909,0.032258064516129,0.333333333333333,0.0219298245614035,0,0,0.333333333333333,0.6,0.245383085519462,0.615384615384615,0,0.671925380009212,0,0.816023489932886,0.4893
0.413729666924864,0.226415094339623,0.666666666666667,0.4,0.666666666666667,0.494736842105263,0.363636363636364,0.524809160305344,0.477178423236515,1,0.454545454545455,0.325513196480938,0.666666666666667,0.0592105263157895,0.5,0.0328947368421053,0,0,0,0,0,0,0,0,0.46
0.468725793958172,0.584905660377358,0.333333333333333,0.6,0.111111111111111,0.353846153846154,0.454545454545455,0.788167938931298,0.45643153526971,0.0582932692307692,1,0.032258064516129,0.666666666666667,0.0043859649122807,0,0,0,0,0,0,0.00131578947368421,0,0.645714285714286,0,0.51
0.459011102504518,0.660377358490566,0,0.2,0,0.292307692307692,0.454545454545455,0.66030534351145,0.228215767634855,0.0264423076923077,0.909090909090909,0.0909090909090909,0.333333333333333,0.0219298245614035,0,0,0,0,0.224926602898002,1,0,0.148261169967757,0,0.881711409395973,0.6443
1,1,0.333333333333333,0.2,0.777777777777778,0.253441295546559,1,0.940839694656489,0,0.0889423076923077,0.0909090909090909,1,0.333333333333333,0.153508771929825,0,0,0,0,0.158158916564069,0.0865384615384615,0.963815789473684,0,0,0.86493288590604,0.111
0.821972631035373,0.584905660377358,0.666666666666667,0.8,0.777777777777778,0.520647773279352,0.772727272727273,0.74618320610687,0.572614107883817,0.00420673076923077,0.181818181818182,0.00293255131964809,0.333333333333333,0.0175438596491228,0.25,0.0328947368421053,0.333333333333333,1,0.942892319348423,0.557692307692308,0.217105263157895,0.124078765545831,0,0.839597315436242,0.02
0.387780790085205,0.471698113207547,0.666666666666667,0.2,0.555555555555556,0.363562753036437,0.409090909090909,0.467557251908397,0.518672199170124,0.0462740384615385,0.272727272727273,0.325513196480938,1,0.5,0,0,0,0,0.241500142058907,0.192307692307692,0.171052631578947,0.0820474435743897,0.857142857142857,0.831375838926174,0.36
0.413729666924864,0.226415094339623,0.666666666666667,0.4,0.666666666666667,0.494736842105263,0.363636363636364,0.524809160305344,0.477178423236515,1,0.181818181818182,0.0909090909090909,0.666666666666667,0.0592105263157895,0.5,0.0328947368421053,0,0,0,0.630769230769231,0,0.127763703362506,0.277257142857143,0.833137583892617,0.6
0.459011102504518,0.660377358490566,0,0.2,0,0.292307692307692,0.454545454545455,0.66030534351145,0.228215767634855,0.0264423076923077,0.909090909090909,0.06158357771261,0.333333333333333,0.0219298245614035,0,0,0.333333333333333,0.6,0.285680462164978,0.730769230769231,0,0.00924113311837863,0,0.912919463087248,0.5387
0.387780790085205,0.471698113207547,0.666666666666667,0.2,0.555555555555556,0.363562753036437,0.409090909090909,0.467557251908397,0.518672199170124,0.0462740384615385,0.272727272727273,0.325513196480938,1,0.75,0,0,0,0,0.265176626574486,0.307692307692308,0.118421052631579,0.0546982957162598,0.597142857142857,0.822147651006711,0.28
0.459011102504518,0.660377358490566,0,0.2,0,0.292307692307692,0.454545454545455,0.66030534351145,0.228215767634855,0.0264423076923077,0.909090909090909,0.032258064516129,0.333333333333333,0.0219298245614035,0,0,0,0,0.248224263661332,0.75,0,1,0,0.774496644295302,0.388
1,1,0.333333333333333,0.2,0.777777777777778,0.253441295546559,1,0.940839694656489,0,0.0889423076923077,0.0909090909090909,0.706744868035191,0.333333333333333,0.153508771929825,0,0,0,0,0.142532436783786,0.0730769230769231,0.578947368421053,0,0,0.904362416107383,0.107
0.387780790085205,0.471698113207547,0.666666666666667,0.2,0.555555555555556,0.363562753036437,0.409090909090909,0.467557251908397,0.518672199170124,0.0462740384615385,0.272727272727273,0.325513196480938,1,0.75,0,0,0,0,0.26044132967137,0.288461538461538,0.282894736842105,0.116881621372639,0.857142857142857,0.782718120805369,0.43
0.387780790085205,0.471698113207547,0.666666666666667,0.2,0.555555555555556,0.363562753036437,0.409090909090909,0.467557251908397,0.518672199170124,0.0462740384615385,0.272727272727273,0.325513196480938,1,1,0,0,0,0,0.241500142058907,0.192307692307692,0.0657894736842105,0.0348341777982497,0.354285714285714,0.839765100671141,0.2
